Aspest,Elevation,Slope,MAP,Distance to Roads,Distance to Faults,Distance to Rivers,NDVI,Lithology
-0.006757207,-0.017838538,0.011823695453030093,0.03576334492215831,-0.028068628,-0.000432421,-0.004709045,-0.191108575,-0.004050313
-0.002385449,0.03149261151887553,0.03563912494001496,-0.001646652,-0.018928276,-0.000512028,-0.00112605,0.15485702166315882,0.0031498114346198546
-0.016946315,-0.130081921,0.015619610081582119,-0.012073275,0.02289857527655204,-0.004160162,-0.004819175,0.08014183203459878,0.011187965493868876
-0.009548808,-0.051280122,0.024530901933506925,-0.029338508,0.11256873895791569,-0.0005477,-0.003396311,-0.040788125,-0.002964587
0.02046595921563967,0.038522345606891606,-0.060956377,-0.0020976,0.04929687328749795,0.0005144222006008449,-0.001397771,0.025158547932870735,0.0028397505122697998
-0.007011176,0.02296899913463291,0.017629603038140835,0.020733308806512356,-0.030714652,-0.000330847,-0.004573837,-0.14814056,-0.001648776
0.0007974933618868385,0.032157659132906344,0.014248732776947838,-0.017745852,-0.030010246,-0.000427688,-0.003807677,-0.092319503,0.0015897431893215463
0.01651533895247883,-0.099788264,-0.001523805,-0.031410163,-0.029402425,-0.00081216,-0.004387391,-0.21718717,-0.000502315
-0.002629646,0.019432642606991575,0.0130424747489604,0.058430515528434056,0.02294136604268466,-0.000938907,-0.003367197,-0.145833093,-0.001549011
0.007208770552670481,0.016345339262295113,0.01744922479802634,-0.002058132,-0.016491845,-0.000294333,-0.001779957,0.0780861714533973,0.0071655983629067286
0.0068583250399099046,0.03142051080237702,-0.049108965,0.030219559972145375,-0.017279592,0.00044077710593948516,-0.002148031,0.0035027436678723677,-0.002651431
0.002459274877734647,0.016614073886683324,-0.005360769,-0.010868292,0.05956306516788646,-0.000265833,-0.00366931,-0.185105081,0.0018531396655173049
0.002807711011693536,0.02650076648569412,-0.033257919,0.018447747999538713,-0.03259293,-0.000337339,-0.005196435,-0.16205386,-0.001611549
0.005674556977206198,0.01406057065311712,0.017969491108711818,0.0543823008693722,0.0803002775125623,-0.000109848,-0.003673339,-0.139981797,0.002641737342619119
-0.012517952,0.03158391308802283,0.03868986939142604,0.0027219473376037255,0.048600519075466767,-9.75E-05,-0.000535232,0.11838251842870291,0.0012965760074791098
0.0017958892760418213,0.01367157725412828,0.015950909002324355,0.037437112367616834,-0.011673441,-0.000841992,-0.001752439,0.14194713965927713,0.003920677072470317
-0.010693645,0.03482717823777052,0.033124987144834944,0.021903098046494568,0.010110570829299248,-0.00027623,0.009698126512427114,0.12069974373639271,0.006103808973269878
-0.003960526,-0.062898887,0.024917932082869784,0.03742787399166435,-0.028751661,-0.001706175,0.032383590691776265,-0.041941329,0.0029746197350944397
